N	classifier	measure	f1_macro_mean	f1_macro_var	F1
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.7916666666666666
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.890811401511702
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.8963089802130898
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.9201465201465202
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.9085314685314686
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.9585235920852359
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.8599387170109716
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.749254494334157
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.9485120453471895
10	LinearSVC	Zeta_orig	0.8818481530634645	0.003915264973196544	0.8947876447876448
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.8651960784313726
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.9698811826471402
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.9312426782013157
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.9288578088578089
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.9899603942157134
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.9585235920852359
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.9485120453471894
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.8374133543915065
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.9797998517420311
20	LinearSVC	Zeta_orig	0.9313968252333087	0.0022223358820974313	0.904581266413773
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.884453781512605
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.9800366300366301
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.9085314685314686
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.8895643363728472
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.9898368298368299
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.9145098039215687
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.885120245281211
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.8756690357111521
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.9590840840840842
30	LinearSVC	Zeta_orig	0.9144322555157679	0.0019136719793644622	0.8575163398692811
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.8683760683760684
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.9797998517420312
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.9498019710785668
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.8567942942942943
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.9585235920852359
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.9477819296732778
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.8802197802197802
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.8939407341884122
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.9590840840840842
40	LinearSVC	Zeta_orig	0.9100837916058134	0.00290645857239129	0.806515610316383
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.8594428826986967
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.9800366300366301
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.9401098901098901
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.8436154949784792
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.9898368298368299
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.9585235920852359
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.8433457890198333
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.9225302061122955
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.9695104895104896
50	LinearSVC	Zeta_orig	0.9113467414704763	0.0040335288084027785	0.806515610316383
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.8954282257367556
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.9407608695652174
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.937785388127854
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.9022596843615496
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	1.0
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.9691072272083137
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.871764705882353
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.9124497991967871
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.9590840840840842
100	LinearSVC	Zeta_orig	0.9293221250576688	0.0013757276338418408	0.904581266413773
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.8318614130434783
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.9702212913213732
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.9491841491841491
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.9401098901098901
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	1.0
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.9795420420420421
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.8024730838929752
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.9132242370632463
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.9899603942157134
200	LinearSVC	Zeta_orig	0.9281157767286642	0.003982398838517795	0.904581266413773
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.8505434782608696
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.9797998517420312
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.9797998517420312
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.9795420420420421
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	1.0
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.9795420420420421
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.8292784796909262
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.9312426782013157
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.9899603942157134
300	LinearSVC	Zeta_orig	0.9446603519479562	0.003268421863644558	0.9268947015425888
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.8863636363636362
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.9595997034840622
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.9797998517420312
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.9899603942157134
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	1.0
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.9691072272083137
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.8672889610389611
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.9413558106169296
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.9899603942157134
400	LinearSVC	Zeta_orig	0.9499266094715477	0.0019171889689620543	0.9158301158301159
500	LinearSVC	Zeta_orig	0.9564558826426447	0.0013549739936788482	0.941675503711559
500	LinearSVC	Zeta_orig	0.9564558826426447	0.0013549739936788482	0.9702212913213732
500	LinearSVC	Zeta_orig	0.9564558826426447	0.0013549739936788482	0.959084084084084
500	LinearSVC	Zeta_orig	0.9564558826426447	0.0013549739936788482	1.0
