N	classifier	measure	f1_macro_mean	f1_macro_var	F1
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.7703938787931484
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.8508702590669804
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.8166413385063862
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.8431568569768227
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.9137271808807135
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.8224652065550629
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.8954300823575633
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.79756223280341
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.7229332406796268
5000	LinearSVC	Zeta_orig	0.8264950169848413	0.0028083906883807756	0.8317698932286988
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.821278660952574
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.7267761833889609
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.8507311625657983
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.8004920251581251
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.9420557980006106
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.9564746015194399
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.8130602459870753
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.7788207789932438
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.7447893648173703
5000	MultinomialNB	Zeta_orig	0.8312744749805603	0.005306452370500251	0.8782659284224041
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.7832910620717848
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.8392518801257739
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.8216121640034684
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.8133664090053542
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.9151759062133911
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.8140296937516849
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.8644514606128779
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.7918734333750835
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.7037913966723754
5000	LogisticRegression	Zeta_orig	0.8166343397468772	0.0027017331201741814	0.819499991636978
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.6106259798432251
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.5425035837646457
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.6600351057182423
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.5208159013347399
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.5381964526701368
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.48605577147666396
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.5518084693084693
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.6022289556572511
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.43414969735194453
5000	DecisionTreeClassifier	Zeta_orig	0.5478031528283415	0.0037361628347843826	0.5316116111580954
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.7693795656823826
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.8434465692287096
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.8215986052262194
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.8320631282816157
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.9247932038091348
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.8323882980278384
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.8752734649303209
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.8143538479588031
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.7143052448421575
4000	LinearSVC	Zeta_orig	0.8266931096467353	0.0028579385887172893	0.8393291684801698
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.8175789673918941
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.7286245112414468
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.869760799886707
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.7871006829072191
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.9377397881689734
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.951807336372912
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.8173896922506488
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.7982804016835099
4000	MultinomialNB	Zeta_orig	0.831451618386887	0.005157541995562084	0.7372060224890413
