N	classifier	measure	F1_macro_mean	F1_macro_var	F1
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.9183333333333333
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.9155172413793103
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.7465517241379311
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.8361204013377925
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.8979591836734693
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	1.0
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	1.0
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.7428571428571429
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.7281045751633988
5000	LinearSVC	Zeta_orig	0.8677481388657007	0.009211152331666087	0.8920377867746289
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.8775000000000001
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.8710526315789474
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.8150943396226416
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.8361204013377925
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.8569044639132248
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.9794549266247379
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	1.0
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.7428571428571429
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.6807095343680709
5000	LinearSVC	Zeta_log	0.8595835347176172	0.008855760166474234	0.9361419068736141
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.693307655272027
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.693307655272027
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.4481981981981983
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.693307655272027
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.7748161764705881
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.8243727598566308
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.8480283562250776
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.5252747252747253
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.8920377867746289
5000	LinearSVC	RRF	0.6917925693890654	0.020377968335984993	0.5252747252747253
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.9370988446726572
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.9370988446726572
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.8
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.8160200250312892
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.8979591836734693
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	1.0
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	1.0
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.7883597883597884
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.6456795484151108
5000	LinearSVC	Eta	0.8715786079614329	0.010891547027046275	0.893569844789357
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.9583333333333333
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.9155172413793103
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.7748161764705881
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.7751355861493534
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.9183333333333333
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	1.0
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	1.0
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.7658536585365854
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.7290490664350847
5000	LinearSVC	Welch	0.8773852787914904	0.009870229112871809	0.9368143922773147
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.9155172413793103
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.8280701754385964
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.6573426573426573
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.7751355861493534
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.9183333333333333
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	1.0
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	1.0
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.7428571428571429
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.6873643074250977
5000	LinearSVC	Wilcoxon	0.8438906158211206	0.013885377035550876	0.9142857142857144
5000	LinearSVC	KLD	0.8459903197607334	0.012039687349685132	0.9155172413793103
5000	LinearSVC	KLD	0.8459903197607334	0.012039687349685132	0.8480283562250776
5000	LinearSVC	KLD	0.8459903197607334	0.012039687349685132	0.6573426573426573
5000	LinearSVC	KLD	0.8459903197607334	0.012039687349685132	0.7751355861493534
5000	LinearSVC	KLD	0.8459903197607334	0.012039687349685132	0.9183333333333333
5000	LinearSVC	KLD	0.8459903197607334	0.012039687349685132	1.0
